Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Logicom,le Moov,LeMoov,893MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Logicom,LaTab109HD,LaTab109HD,1960MB,Tablet,Rockchip RK3326,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Logicom,La_Tab_105_P,La_Tab_105_P,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Logicom,Le Hola,Le_Hola,886MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Logicom,Le Must 2,LeMust2,1873MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,28,3.2
Logicom,Le Fit FR,LeFitFR,943MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Logicom,LOGIKIDS5,LOGIKIDS5ED,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Logicom,LOGIKIDS5,LOGIKIDS5,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Logicom,Le Spark,Le_Spark,1819MB,Phone,Spreadtrum SC9863A,600x1280,280,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Logicom,Le Smooth,Le_Smooth,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Logicom,La Tab 73,La_Tab_73,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
Logicom,Le Hop,Logicom_LeHop,880MB,Phone,Spreadtrum SC9832E,480x996,240,armeabi-v7a;armeabi,27,3.2
Logicom,Le UP,LeUp,861MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Logicom,La Tab 113,La_Tab_113,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Logicom,La Tab 123HD,La_Tab_123HD,981MB,Tablet,Rockchip RK3126C,1280x800,160,armeabi-v7a;armeabi,27,2.0
Logicom,La_Tab_115,La_Tab_115,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Logicom,LeMoov2,LeMoov2,859MB,Phone,Spreadtrum SC9850K,720x1440,320,armeabi-v7a;armeabi,27,3.2
LOOQS,L108MR,L108MR,1960MB,Tablet,Rockchip RK3126C,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Louis Vuitton,Tambour Horizon,ling,948MB,Wearable,Qualcomm APQ8009,390x390,320,armeabi-v7a;armeabi,27,3.0
Louis Vuitton,Tambour Horizon,sundial,439MB,Wearable,Qualcomm APQ8009,390x390,320,armeabi-v7a;armeabi,28,3.0
LP (TN),N-57,LP_N_57,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
LP (TN),N-50,LP_N_50,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
LT Electronics,LT_C2200,LT_C2200,1871MB,Phone,Mediatek MT6739CW,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,K200,K200,3798MB,Phone,Mediatek MT6763,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,LT-NOTE-10S,LT-NOTE-10S,5760MB,Phone,Mediatek MT6771T,1080x2340,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
LT Electronics,LT_C3300,LT_C3300,2874MB,Phone,Mediatek MT6739CW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,LT_C3500,LT_C3500,2830MB,Phone,Mediatek MT6762,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,K100,K100,2746MB,Phone,Mediatek MT6750,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,LT_C1500,LT_C1500,882MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
LT Electronics,LT_S10_Lite,LT_S10_Lite,2831MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Lumitel,L9503,L9503,905MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Lumitel,L9502,L9502,880MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
LUMUS,INNOSR545,INNOSR545,883MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
LUMUS,NEOSR620,NEOSR620,2883MB,Phone,Mediatek MT6739WW,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LUXO,LUXO C1,C1,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
LW,LW688,LW688,904MB,Phone,Spreadtrum SC7731E,600x1024,213,armeabi-v7a;armeabi,27,3.2
M-Horse,P1,P1,1855MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
M-Horse,M3,M3,957MB,Phone,Mediatek MT6580,480x996,240,armeabi-v7a;armeabi,27,2.0
M-Horse,M1,M1,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
M-Horse,M5,M5,2048MB,Phone,Mediatek MT6580M,480x960,213,armeabi-v7a;armeabi,28,2.0
M-tech,Eros Smart,Eros_Smart,1801MB,Phone,Spreadtrum SC9832E,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
M-tech,Eros_Star,Eros_Star,867MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
M-tech,Shine,Shine,1883MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
M3 Mobile,M3 SM15X,M3SM15X,3600MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
M4tel,M4 R2,R2,891MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
M4tel,R2 Plus,R2_Plus,1904MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
Mafe,M8,M8,884MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Mafe,Z1,Z1,884MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Mafe,M8_Plus,M8_Plus,884MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Mafe,M825,M825,1793MB,Phone,Spreadtrum SC9832E,480x960,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Majestic,TAB-714,TAB-714,1958MB,Tablet,Rockchip RK3326,1280x800,160,armeabi-v7a;armeabi,28,3.2
Making Life Simple,iQ5011_E,iQ5011_E,3767MB,Phone,Mediatek MT6762,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Making Life Simple,iQA27X_E,iQA27X_E,2824MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Mango,Mango_S5,Mango_S5,873MB,Phone,Mediatek MT6739WA,640x1280,320,armeabi-v7a;armeabi,27,3.2
Mango,Mango_SQ7,Mango_SQ7,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Mantra,mTerminal100,Start,903MB,Tablet,Mediatek MT8735,1024x600,160,armeabi-v7a;armeabi,27,3.1
Mantra,MFSTAB_74G,MFSTAB_74G,1927MB,Tablet,Mediatek MT8735,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Mantra,MFSTAB,MFSTAB,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Marvie,MARVIE_CT4,MARVIE-CT4,1997MB,Tablet,Allwinner A50,1024x600,160,armeabi-v7a;armeabi,28,2.0
Mascom,Mascom_L850,Mascom_L850,884MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,27,3.2
Mascom,Mascom_S750,Mascom_S750,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Masstel,Tab8plus,Tab8Plus,889MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Masstel,Tab7Plus,Tab7Plus,894MB,Tablet,Mediatek MT6580,600x1024,160,armeabi-v7a;armeabi,27,2.0
Masstel,Masstel_X6,Masstel_X6,950MB,Phone,Mediatek MT6580,540x1132,240,armeabi-v7a;armeabi,27,2.0
Masstel,X8,Masstel_X8,1796MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Masstel,Tab8Pro,Tab8Pro,1929MB,Phone,Mediatek MT8321,1280x800,240,armeabi-v7a;armeabi,28,2.0
Masstel,Masstel_X9,Masstel_X9,1819MB,Phone,Spreadtrum SC9863A,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Masstel,Masstel_Juno_Q3,Masstel_Juno_Q3,958MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Masstel,X3,Masstel_X3,904MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Masstel,Masstel_X1,Masstel_X1,904MB,Phone,Spreadtrum SC7731,480x960,240,armeabi-v7a;armeabi,27,3.2
Masstel,Masstel_X5,Masstel_X5,890MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi-v7a;armeabi,27,3.2
Maxcom,RS-401,RS_401,1921MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Maxcom,MS571,MS571,2875MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,27,3.2
Maxfone,Maxfone,Maxfone,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Maximus,P3,P3,1902MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi-v7a;armeabi,27,3.2
Maximus,P7,P7,887MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi-v7a;armeabi,27,3.2
Maximus,Noir X,Noir_X,885MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,27,3.2
Maximus,P1,MAXIMUS_P1,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Maximus,P7_Plus,P7_Plus,869MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Maximus,D1,D1,882MB,Phone,Spreadtrum SC9832E,720x1280,320,armeabi-v7a;armeabi,27,3.2
Maximus,P2,P2,890MB,Phone,Mediatek MT6739WA,480x960,213,armeabi-v7a;armeabi,27,3.2
Maximus,D7,D7,907MB,Phone,Mediatek MT6739WW,480x800,240,armeabi-v7a;armeabi,27,3.2
Maxvi,MS502_Orion,MS502_Orion,878MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Maxwest,Gravity _55_ GO,Gravity_55_GO,859MB,Phone,Spreadtrum SC9850K,720x1440,320,armeabi-v7a;armeabi,27,3.2
Maxwest,Nitro 5R,Nitro_5R,929MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Maxwest,Panda_7,Panda_7,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
Maxwest,Nitro_5X,Nitro_5X,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Maxwest,Gravity_5_GO,Gravity_5_GO,859MB,Phone,Spreadtrum SC9850K,720x1280,320,armeabi-v7a;armeabi,27,3.2
Maxwest,Nitro 4X,Nitro_4X,447MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Maxwest,Nitro 5 GO,Nitro_5_GO,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Maxwest,Nitro_Phablet_9s,Nitro_Phablet_9s,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Maxwest,Astro 5 Go LTE,Astro_5_GO_LTE,859MB,Phone,Spreadtrum SC9850,480x854,240,armeabi-v7a;armeabi,27,3.2
Maxwest,Nitro_4s_LTE,Nitro_4s_LTE,937MB,Phone,Mediatek MT6737M,480x800,240,armeabi-v7a;armeabi,27,3.1
MAZE,SSB-508E,SSB-508E,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
MDC Store,Nova Pro,Nova_Pro,1878MB,Phone,Mediatek MT6737T,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
MDC Store,M100,M100,437MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
MDC Store,M200,M200,925MB,Phone,Mediatek MT6580,720x1440,320,armeabi-v7a;armeabi,27,2.0
MDC Store,M300 4G,M300,843MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,27,3.2
MDC Store,MDC M5,M5,1896MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
MeanIT,meanIT_X6,meanIT_X6,1879MB,Phone,Mediatek MT6739CH,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
MeanIT,meanIT-X10,meanIT-X10,904MB,Tablet,Spreadtrum SC7731E,800x1280,213,armeabi-v7a;armeabi,27,3.2
MeanIT,meanIT_X1,meanIT_X1,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Mecer,MK7000Pro,MK7000PRO,1855MB,Phone,Mediatek MT6739CH,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Mediacom,8AY,8AY,915MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Mediacom,1BY,1BY,1932MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Mediacom,1CY_EEA,1CY,1929MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,28,2.0
Mediacom,7BY,7BY,921MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Mediacom,1AY,1AY,916MB,Tablet,Mediatek MT8321,1280x800,160,armeabi-v7a;armeabi,27,2.0
Mediacom,10edge,10edge,1860MB,Tablet,Mediatek MT8735,1200x1920,240,armeabi-v7a;armeabi,27,3.1
Mediacom,7DY_EEA,7DY,1934MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,28,2.0
Mediacom,1AEC,1AEC,1913MB,Tablet,Mediatek MT8735D,1280x800,160,armeabi-v7a;armeabi,27,3.1
Mediacom,7CY_eea,7CY,921MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Medion,LIFETAB E1060X,E1060X,1905MB,Tablet,Mediatek MT8735,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Medion,P1060X,P1060X,1874-1878MB,Tablet,Qualcomm MSM8937,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,25;26;27,3.2
Medion,P1061X,P1061X,1874MB,Tablet,Qualcomm MSM8937,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meiigoo,S9,S9,3776MB,Phone,Mediatek MT6750,1080x2246,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meitu,MI CC 9 Meitu Edition,vela,7622MB,Phone,Qualcomm SDM710,1080x2340,440,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Meitu,Tiffany,Tiffany,5741MB,Phone,Qualcomm SDM660,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,meizu note9,meizunote9,3669MB,Phone,Qualcomm SDM675,1080x2244,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Meizu,M1816,M1816,2832MB,Phone,Mediatek MT6739CW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,16th Plus,16thPlus,7665MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,meizu C9 pro,meizuC9pro,2801MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,16T,meizu16T,7530MB,Phone,Qualcomm SM8150,1080x2232,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Meizu,meizu 16Xs,meizu16Xs,5616MB,Phone,Qualcomm SM6150,1080x2232,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Meizu,meizu C9,meizuC9,1796MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,meizu M8 lite,M8lite,2832MB,Phone,Mediatek MT6739CW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,meizu note8,meizunote8,3473MB,Phone,Qualcomm SDM632,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,Note9,Note9,3669MB,Phone,Qualcomm SDM675,1080x2244,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Meizu,meizu M10,meizuM10,2794MB,Phone,Mediatek MT6757V,720x1600,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Meizu,meizu M8,meizuM8,3729MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,16 X,16X,5679MB,Phone,Qualcomm SDM710,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,16th,16th,5689MB,Phone,Qualcomm SDM845,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,meizu X8,X8,3705MB,Phone,Qualcomm SDM710,1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,M1813,M1813,3729MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,16s pro,meizu16sPro,7496MB,Phone,Qualcomm SM8150,1080x2232,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Meizu,16s,16s,7513MB,Phone,Qualcomm SM8150,1080x2232,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Meizu,16,16,5679MB,Phone,Qualcomm SDM710,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,M1822,M1822,3473MB,Phone,Qualcomm SDM636,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Meizu,M1852,M1852,5703MB,Phone,Qualcomm SDM710,1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Mgt electric,M2,M2,954MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Micromax,YU ACE,YU5014,1839MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Micromax,Bharat 5 Infinity Edition,Q4204,885MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Micromax,Bharat Go,Q437,909-917MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,24;27,3.1
Micromax,Spark Go,Q409A,885MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,27,3.2
Micromax,Bolt Prime 3G,Q306,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Micromax,Infinity N Series N12,N8301,2826MB,Phone,Mediatek MT6762,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Micromax,Canvas fashion 3g,Q3502,904MB,Phone,Spreadtrum SC7731,480x960,240,armeabi-v7a;armeabi,27,3.2
Micromax,Spark 4g,Q4002,885MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi-v7a;armeabi,27,3.2
Micromax,B5 Pro,B5_Pro,2916MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Microtech,Microtech_e-tab_Style,Microtech_etabStyle,1959MB,Tablet,Mediatek MT8163,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Mightier,MT003-19,MT003-19,1883MB,Tablet,Mediatek MT8765A,600x1024,160,armeabi-v7a;armeabi,28,3.2
Mint,Mint Leo,Mint_Leo,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2.0
Mint,Mint Fusion,Mint_Fusion,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Mint,Mint VirGo,Mint_VirGo,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Mintt,DIGI,DIGI,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Mintt,CoolMinttA3,CoolMinttA3,1896MB,Phone,Mediatek MT6739WA,600x1280,260,armeabi-v7a;armeabi,28,3.2
Mintt,CoolMintt_A3,CoolMintt_A3,2906MB,Phone,Mediatek MT6739WW,720x1560,320,armeabi-v7a;armeabi,28,3.2
Mintt,Mintt_Tab_T1,Mintt_Tab_T1,1896MB,Tablet,Mediatek MT8735,1920x1200,240,armeabi-v7a;armeabi,27,3.1
Mintt,UltraMinttS2,UltraMinttS2,2782MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Mintt,UltraMinttX2,UltraMinttX2,3745MB,Phone,Mediatek MT6750,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Mintt,FRESHMINTTA7,FRESHMINTTA7,902MB,Tablet,Mediatek MT8735V,600x1024,160,armeabi-v7a;armeabi,27,3.1
Mintt,CoolMinttM2,CoolMinttM2,1878MB,Phone,Mediatek MT6737H,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Mio Tab,MI706,MI706,955MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Mio Tab,Mio_Tab_2019,Mio_Tab_2019,976MB,Tablet,Mediatek MT8167B,1024x600,160,armeabi-v7a;armeabi,27,3.2
Mio Tab,MI86,MI86,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
MIRAY,MIDM_737,MIDM_737,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
MIRAY,MIDM_F10,MIDM_F10,1946MB,Tablet,Mediatek MT8167A,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Mito,MITO T85,T85,894MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Mito,Mito_A37_Z1,MITO_A37_Z1plus,2801MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Mito,Mito_A37_Z1,MITO_A37_Z1,2801MB,Phone,Spreadtrum SC9832E,480x960,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Mito,Mito_A36_W1,MITO_A36_W1,3831MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
MLAB,MB4 WIFI,MB4_WIFI,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2.0
MLAB,MB4_3G,MB4_3G,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
MLAB,MLAB_TABLET_KID,MLAB_TABLET_KID,954MB,Tablet,Rockchip RK3326,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
MLAB,MB5 WIFI,MB5_WIFI,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2.0
MLS Innovation,iQ1060M,iQ1060M,2783MB,Tablet,Mediatek MT6762,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,28,3.2
MLS Innovation,iQM960L,iQM960L,1906MB,Phone,Mediatek MT6580,1280x800,240,armeabi-v7a;armeabi,27,2.0
MLS Innovation,iQS801,iQS801,1796MB,Tablet,Spreadtrum SC9832E,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
MLS Innovation,IQW570,iQW570,940MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
MLS Innovation,iQ1568,iQ1568,1877MB,Phone,Mediatek MT6753,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
MLS Innovation,iQL550,iQL550,1819MB,Phone,Spreadtrum SC9863A,540x1132,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
MLS Innovation,iQ8011,iQ8011,5845MB,Phone,Mediatek MT6763,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
MLS Innovation,iQW511T,iQW511T,2824MB,Phone,Spreadtrum SC9863A,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
MLS Innovation,IQS805,iQS805,1834MB,Phone,Mediatek MT6739WA,480x960,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
MLS Innovation,iQW608,iQW608,887MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
MLS Innovation,iQ411M,iQ411M,927MB,Phone,Mediatek MT6737M,480x800,240,armeabi-v7a;armeabi,27,3.1
MLS Innovation,iQME100,iQME100,954MB,Tablet,Rockchip RK3326,800x1280,160,armeabi-v7a;armeabi,27,3.2
MLS Innovation,iQD10S,iQD10S,2824MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
MLS Innovation,iQS1001,iQS1001,1796MB,Tablet,Spreadtrum SC9832E,1280x800,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Mobell,S51,S51,904MB,Phone,Spreadtrum SC7731,720x1440,320,armeabi-v7a;armeabi,27,3.2
Mobell,S61,S61,904MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi-v7a;armeabi,27,3.2
Mobell,S47,S47,943MB,Phone,Mediatek MT6580M,540x960,240,armeabi-v7a;armeabi,27,2.0
Mobell,S41,S41,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
Mobell,S60,mobell_S60,954MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Mobicell,X4,X4,957MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Mobicell,TRENDY 2,TRENDY_2,892MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,28,3.2
Mobicell,EGO,EGO,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Mobicell,R4 LTE,R4_LTE,875MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Mobicell,ULTRA,ULTRA,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Mobicell,R1 Plus,R1_Plus,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Mobicell,Berry 2,BERRY_2,451MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi-v7a;armeabi,27,3.2
Mobicell,Zoom,ZOOM,957-964MB,Tablet,Mediatek MT8321,600x1024,160;213,armeabi-v7a;armeabi,23;27,2.0
Mobicell,SWITCH1,SWITCH1,450MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi-v7a;armeabi,27,3.2
